,hardware_spec,success0,success1,success_diff,abs_diff,accum_prob,couplers_success
0,fake_toronto0,0.9654,0.876,0.08940000000000003,0.08940000000000003,1.8414000000000001,1.9012745
1,fake_toronto1,0.9654,0.876,0.08940000000000003,0.08940000000000003,1.8414000000000001,1.9334624
2,fake_toronto2,0.9956,0.9776,0.018000000000000016,0.018000000000000016,1.9732,1.9294999
3,fake_toronto3,0.9956,0.9776,0.018000000000000016,0.018000000000000016,1.9732,1.9773618
4,fake_toronto4,0.685,0.766,-0.08099999999999996,0.08099999999999996,1.451,1.9512204
5,fake_toronto5,0.9878,0.9844,0.0033999999999999586,0.0033999999999999586,1.9722,1.7843257000000001
6,fake_toronto6,0.9878,0.9844,0.0033999999999999586,0.0033999999999999586,1.9722,1.9211246
7,fake_toronto7,0.994,0.9904,0.0036000000000000476,0.0036000000000000476,1.9844,1.9319134999999998
8,fake_toronto8,0.994,0.9904,0.0036000000000000476,0.0036000000000000476,1.9844,1.9762894
